run,turn,card_id,choice,wealth,morale,stability,progress
6,6,16,0,-20,75,40,90
6,7,8,1,-35,75,40,100
6,8,31,1,-35,75,50,100
6,9,12,0,-40,85,50,100
6,10,20,0,-50,85,65,100
6,11,30,1,-50,85,75,100
6,12,16,1,-50,85,65,100
6,13,6,0,-40,85,60,100
6,14,10,0,-50,95,60,100
6,15,4,0,-65,110,60,100
6,16,36,0,-65,105,60,115
6,17,18,1,-55,105,60,115
6,18,28,1,-45,105,60,115
6,19,38,0,-55,115,60,115
6,20,43,0,-35,115,50,115
6,21,26,0,-45,115,50,125
6,22,41,1,-40,105,50,125
6,23,45,0,-40,105,50,140
6,24,4,1,-30,105,50,140
6,25,38,1,-25,105,50,140
6,26,37,1,-15,105,50,140
6,27,43,0,5,105,40,140
6,28,5,0,-5,105,45,140
6,29,4,1,5,105,45,140
6,30,1,0,15,105,35,140
6,31,8,1,0,105,35,150
6,32,57,1,0,115,35,150
6,33,17,0,-20,135,35,150
6,34,13,0,-20,135,35,170
6,35,3,1,-30,135,35,180
6,36,7,1,-25,135,35,180
6,37,4,0,-40,150,35,180
6,38,25,0,-40,145,35,180
6,39,17,0,-60,165,35,180
6,40,45,1,-60,175,35,180
6,41,26,1,-50,175,30,180
6,42,44,1,-45,175,30,180
6,43,6,1,-55,175,30,190
6,44,21,0,-65,175,50,190
6,45,43,0,-45,175,40,190
6,46,41,0,-55,190,40,190
6,47,3,1,-65,190,40,200
6,48,20,0,-75,190,55,200
6,49,7,0,-90,200,55,200
6,50,46,1,-85,200,55,200
6,51,11,1,-80,200,55,200
6,52,15,1,-80,205,55,200
6,53,47,1,-80,205,55,200
6,54,40,1,-80,195,65,200
6,55,18,0,-110,195,65,230
6,56,1,0,-100,195,55,230
6,57,29,0,-120,195,60,230
6,58,15,0,-105,190,60,230
6,59,40,1,-105,180,70,230
6,60,58,0,-105,170,70,230
6,61,16,0,-120,180,70,230
6,62,23,0,-130,180,70,240
6,63,10,0,-140,190,70,240
6,64,37,1,-130,190,70,240
6,65,59,1,-130,205,70,240
6,66,60,1,-130,215,70,240
6,67,32,1,-130,205,85,240
6,68,7,1,-125,205,85,240
6,69,44,1,-120,205,85,240
6,70,26,1,-110,205,80,240
6,71,24,0,-115,205,80,240
6,72,39,0,-125,220,80,240
6,73,15,1,-125,225,80,240
6,74,48,0,-125,225,80,270
6,75,14,1,-125,235,80,270
6,76,25,0,-125,230,80,270
6,77,24,0,-130,230,80,270
6,78,15,0,-115,225,80,270
6,79,42,0,-130,225,80,285
6,80,22,1,-130,230,70,285
6,81,28,1,-120,230,70,285
6,82,25,0,-120,225,70,285
6,83,11,1,-115,225,70,285
6,84,7,0,-130,235,70,285
6,85,41,0,-140,250,70,285
6,86,5,1,-135,250,60,285
6,87,3,0,-120,250,55,285
6,88,11,0,-125,250,55,285
6,89,43,0,-105,250,45,285
6,90,39,0,-115,265,45,285
6,91,36,1,-115,275,45,285
6,92,30,0,-115,275,35,310
6,93,16,0,-130,285,35,310
6,94,47,0,-130,285,35,325
6,95,10,1,-115,285,25,325
6,96,9,1,-110,285,25,325
6,97,14,1,-110,295,25,325
6,98,27,1,-110,310,20,325
6,99,48,1,-110,310,20,325
7,0,24,0,45,50,50,50
7,1,36,1,45,60,50,50
7,2,7,1,50,60,50,50
7,3,2,0,40,60,70,50
7,4,4,1,50,60,70,50
7,5,42,1,50,65,70,50
7,6,15,1,50,70,70,50
7,7,26,1,60,70,65,50
7,8,13,0,60,70,65,70
7,9,22,0,50,70,75,70
7,10,28,1,60,70,75,70
7,11,48,1,60,70,75,70
7,12,18,1,70,70,75,70
7,13,14,1,70,80,75,70
7,14,5,1,75,80,65,70
7,15,29,1,75,100,45,70
7,16,7,1,80,100,45,70
7,17,44,1,85,100,45,70
7,18,22,0,75,100,55,70
7,19,20,0,65,100,70,70
7,20,37,0,50,120,70,70
7,21,8,1,35,120,70,80
7,22,25,0,35,115,70,80
7,23,13,0,35,115,70,100
7,24,2,1,40,115,60,100
7,25,45,0,40,115,60,115
7,26,41,0,30,130,60,115
7,27,26,1,40,130,55,115
7,28,8,0,40,135,45,115
7,29,39,0,30,150,45,115
7,30,4,0,15,165,45,115
7,31,36,1,15,175,45,115
7,32,49,0,15,170,45,130
7,33,30,1,15,170,55,130
7,34,15,1,15,175,55,130
7,35,24,0,10,175,55,130
7,36,48,0,10,175,55,160
7,37,39,0,0,190,55,160
7,38,30,0,0,190,45,185
7,39,29,0,-20,190,50,185
7,40,57,0,-20,190,50,210
7,41,3,0,-5,190,45,210
7,42,47,1,-5,190,45,210
7,43,30,0,-5,190,35,235
7,44,48,0,-5,190,35,265
7,45,12,1,0,190,35,265
7,46,5,1,5,190,25,265
7,47,31,0,5,200,15,265
7,48,17,0,-15,220,15,265
7,49,21,0,-25,220,35,265
7,50,14,0,-25,220,35,275
7,51,48,0,-25,220,35,305
7,52,10,1,-10,220,25,305
7,53,18,1,0,220,25,305
7,54,20,0,-10,220,40,305
7,55,21,0,-20,220,60,305
7,56,6,0,-10,220,55,305
7,57,50,0,-10,220,55,320
7,58,45,1,-10,230,55,320
7,59,12,0,-15,240,55,320
7,60,8,0,-15,245,45,320
7,61,4,0,-30,260,45,320
7,62,22,0,-40,260,55,320
7,63,24,0,-45,260,55,320
7,64,25,1,-45,270,55,320
7,65,32,1,-45,260,70,320
7,66,27,1,-45,275,65,320
7,67,15,0,-30,270,65,320
7,68,48,0,-30,270,65,350
7,69,3,1,-40,270,65,360
7,70,28,0,-60,270,65,375
7,71,29,1,-60,290,45,375
7,72,27,0,-50,280,45,375
7,73,9,0,-60,280,45,380
7,74,6,0,-50,280,40,380
7,75,26,0,-60,280,40,390
7,76,4,0,-75,295,40,390
7,77,15,0,-60,290,40,390
7,78,12,1,-55,290,40,390
7,79,51,1,-55,300,40,390
7,80,24,1,-50,300,40,390
7,81,4,0,-65,315,40,390
7,82,38,0,-75,325,40,390
7,83,48,1,-75,325,40,390
7,84,42,1,-75,330,40,390
7,85,39,1,-70,330,40,390
7,86,58,1,-70,340,40,390
7,87,14,1,-70,350,40,390
7,88,16,1,-70,350,30,390
7,89,36,1,-70,360,30,390
7,90,44,1,-65,360,30,390
7,91,38,1,-60,360,30,390
7,92,19,0,-60,360,30,390
7,93,25,1,-60,370,30,390
7,94,6,0,-50,370,25,390
7,95,15,1,-50,375,25,390
7,96,39,1,-45,375,25,390
7,97,22,1,-45,380,15,390
7,98,18,0,-75,380,15,420
7,99,42,0,-90,380,15,435
8,0,37,0,35,70,50,50
8,1,26,0,25,70,50,60
8,2,21,1,30,70,40,60
8,3,14,0,30,70,40,70
8,4,45,0,30,70,40,85
8,5,57,0,30,70,40,110
8,6,9,0,20,70,40,115
8,7,38,0,10,80,40,115
8,8,46,1,15,80,40,115
8,9,25,0,15,75,40,115
8,10,26,1,25,75,35,115
8,11,18,1,35,75,35,115
8,12,16,1,35,75,25,115
8,13,5,0,25,75,30,115
8,14,30,0,25,75,20,140
8,15,29,0,5,75,25,140
8,16,19,0,5,75,25,140
8,17,28,1,15,75,25,140
8,18,47,0,15,75,25,155
8,19,38,0,5,85,25,155
8,20,18,1,15,85,25,155
8,21,8,0,15,90,15,155
8,22,20,0,5,90,30,155
8,23,40,1,5,80,40,155
